Season,Time Period,Stock Description,Sales Volume,STOCK_DESCRIPTION,TOTAL_PRICE_INCLDISC,Calories,Danceability/Energy,Loudness,liveness,Liveness,Price
Summer,Morning,Beverage,,(C) Domestic Draft,0.0,200.0,0,0.0,0,0.0,$14.49
Summer,Morning,Beverage - Cocktail,,(C) Lime A Rita,0.0,250.0,1,0.0,0,0.0,$12.99
Summer,Morning,Beverage - Cocktail,,(C) Mango Rita,0.0,250.0,1,0.0,0,0.0,$12.99
Summer,Morning,Beverage,,(C) Miller Lite 16oz Can,0.0,110.0,0,0.0,0,0.0,$4.99
Summer,Morning,Food - Snack,,(C) Peanuts,0.0,165.0,0,0.0,0,0.0,$2.99
Summer,Morning,Beverage,,(C) Premium Draft,0.0,200.0,0,0.0,0,0.0,$3.97
Summer,Morning,Beverage - Cocktail,,(C) Raspberry Rita,0.0,250.0,1,0.0,0,0.0,$4.99
Summer,Morning,Beverage - Cocktail,,(C) Strawberry Rita,0.0,250.0,1,0.0,0,0.0,$4.99
Summer,Afternoon,Beverage - Soft Drink,,Sprite,16.0,175.0,0,0.0,0,0.0,$3.99
Summer,Afternoon,Food - Choclates,,Dove Chocolate,10.0,250,0,0.0,0,0.0,$7.99
Summer,Afternoon,Beverage,,Leinenkugel Summer Shandy,8.0,175.0,0,0.0,0,0.0,$9.49
Summer,Afternoon,Food - Hot Dog,,Grilled Farmland Hot Dog,5.25,175.0,0,0.0,0,0.0,$8.99
Summer,Afternoon,Food - Nachos,,Nachos,5.25,650.0,1,1.0,0,0.0,$7.99
Summer,Afternoon,Beverage - Soft Drink,,Dr. Pepper,4.75,175.0,0,0.0,0,0.0,$3.99
Summer,Afternoon,Food - Sandwich,,Cookie Sandwich,4.5,250,0,0.0,0,0.0,$9.99
Summer,Afternoon,Food - Ice cream,,Thin Mint Ice Cream Bar,4.5,250,0,0.0,0,0.0,$3.99
Summer,Afternoon,Food - Choclates,,M&M Plain,4.25,250,0,0.0,0,0.0,$3.99
Summer,Afternoon,Food - Ice cream,,Ben & Jerry's Cookie Dough,4.0,280,0,0.0,0,0.0,$3.99
Summer,Afternoon,Beverage - Soft Drink,,Diet Coke,4.0,175.0,0,0.0,0,0.0,$3.99
Summer,Afternoon,Water,,Bottled Water,3.0,0.0,0,0.0,0,0.0,$3.99
Summer,Afternoon,Beverage - Cocktail,,(Alc) Deluxe Cocktail,0.0,Varies,0,0.0,0,0.0,$11.99
Summer,Afternoon,Beverage - Cocktail,,(Alc) Premium Cocktail,0.0,Varies,0,0.0,0,0.0,$11.99
Summer,Afternoon,Beverage,,(C) Blue Moon Can 16oz,0.0,200.0,0,0.0,0,0.0,$3.99
Summer,Afternoon,Beverage - Soft Drink,,(C) Bottled Coke,0.0,175.0,0,0.0,0,0.0,$4.99
Summer,Afternoon,Beverage - Soft Drink,,(C) Bottled Diet Coke,0.0,175.0,0,0.0,0,0.0,$3.99
Summer,Afternoon,Beverage - Soft Drink,,(C) Bottled Sprite,0.0,175.0,0,0.0,0,0.0,$4.99
Summer,Afternoon,Water,,(C) Bottled Water,0.0,0.0,0,0.0,0,0.0,$3.99
Summer,Afternoon,Food - Choclates,,(C) Candy,0.0,150,0,0.0,0,0.0,$2.99
Summer,Afternoon,Beverage,,(C) Coors Light 16oz Can,0.0,110.0,0,0.0,0,0.0,$8.99
Summer,Afternoon,Beverage - Beer,,(C) Corona can 16oz,0.0,165.0,0,0.0,0,0.0,$8.99
Summer,Afternoon,Beverage,,(C) Domestic Draft,0.0,200.0,0,0.0,0,0.0,$14.49
Summer,Afternoon,Beverage - Cocktail,,(C) Lime A Rita,0.0,250.0,1,0.0,0,0.0,$12.99
Summer,Afternoon,Beverage - Cocktail,,(C) Mango Rita,0.0,250.0,1,0.0,0,0.0,$12.99
Summer,Evening,Beverage - Cocktail,,1) Premium Cocktail,420.0,-1,0,0.0,0,0.0,$8.99
Summer,Evening,Beverage - Beer,,Bud Light Draft,216.0,155.0,0,0.0,0,0.0,$7.99
Summer,Evening,Water,,"Water, 20oz",192.0,0.0,0,0.0,0,0.0,$3.99
Summer,Evening,Food - Chicken Wings,,Game Time Chicken Wings,157.14,1000,0,1.0,0,0.0,$10.99
Summer,Evening,Food - Snack,,Medium Nutz,130.0,150,0,0.0,0,0.0,$3.49
Summer,Evening,Water,,C NWT | Dasani | BTL 20 F,102.1,0.0,0,0.0,0,0.0,$3.99
Summer,Evening,Water,,Dasani,90.0,0.0,0,0.0,0,0.0,$3.99
Summer,Evening,Beverage,,Shock Top Draft,88.0,-1,0,0.0,0,0.0,$5.99
Summer,Evening,Beverage - Beer,,C ABD | Bud Light | ALM 16 F,84.0,155.0,0,0.0,0,0.0,$8.99
Summer,Evening,Beverage - Beer,,C ABD | Bud Light | CAN 25 F,83.7,155.0,0,0.0,0,0.0,$8.99
Summer,Evening,Beverage - Margarita,,Souvenir Margarita,80.0,-1,0,0.0,0,0.0,$9.99
Summer,Evening,Beverage,,C FLH Hebrew National ENT BEF,74.25,-1,0,0.0,0,0.0,$5.18
Summer,Evening,Water,,Bottled Water,56.0,0.0,0,0.0,0,0.0,$3.99
Summer,Evening,Beverage - Whiskey,,P ALA | Jack Daniels | GLS 1.25 F,56.0,110.0,0,0.0,0,0.0,$10.99
Summer,Evening,Beverage - Wine,,1) Wine,55.0,130.0,0,0.0,0,0.0,$11.99
Summer,Evening,Beverage - Vodka,,C ALV | Tito's Handmade Vodka | Single Cocktail CUP 1 F,50.0,97.0,0,0.0,0,0.0,$8.99
Summer,Evening,Beverage - Beer,,1) Domestic Beer,48.0,155.0,0,0.0,0,0.0,$7.99
Summer,Evening,Food - Pizza,,Pepperoni Pizza 14inch,46.67,1750,0,1.0,0,0.0,$13.99
Summer,Evening,Beverage,,C ALL | Unspecified Liquor | Intl CUP 12 F,45.0,95.0,0,0.0,0,0.0,$7.99
Summer,Evening,Beverage,,C ABD | Miller Lite | ALM 16 F,42.0,110.0,0,0.0,0,0.0,$7.99
Summer,Evening,Beverage,,C ABX | Bud Light Seltzer Black Cherry | CAN 25 F,41.85,110.0,0,0.0,0,0.0,$9.99
Summer,Evening,Food - Pretzel,,Bavarian Pretzel,41.0,350.0,0,0.0,0,0.0,$9.99
Summer,Evening,Beverage - Vodka,,C ALV | Tito's Handmade Vodka | CUP 1.25 F,40.0,97.0,0,0.0,0,0.0,$7.99
Summer,Evening,Food - Chicken Tenders,,C FLS Ben's Half Smoke All The Way ENT MLT,39.8,500,0,1.0,0,0.0,$9.99
Summer,Night,Beverage - Beer,,B-Large Domestic Beer,3967.31,155.0,0,0.0,0,0.0,$13.49
Summer,Night,Water,,C NWT | Dasani | BTL 20 F,3271.6,0.0,0,0.0,0,0.0,$3.99
Summer,Night,Water,,"Water, 20oz",2334.0,0.0,0,0.0,0,0.0,$3.99
Summer,Night,Beverage,,C ABD | Bud Light | CAN 16 F,2238.25,110.0,0,0.0,0,1.0,$7.99
Summer,Night,Food - Burger,,Double Cheeseburger,2033.15,650.0,1,1.0,0,0.0,$8.99
Summer,Night,Water,,Bottled Water,1623.76,0.0,0,0.0,0,0.0,$3.99
Summer,Night,Beverage - Beer,,C ABD | Michelob Golden Draft Light | CAN 16 F,1553.75,110.0,0,0.0,0,1.0,$10.49
Summer,Night,Food - Snack,,Medium Nutz,1391.0,150,0,0.0,0,0.0,$3.49
Summer,Night,Beverage - Beer,,C ABD | Bud Light | CAN 25 F,1380.0,155.0,0,0.0,0,0.0,$8.99
Summer,Night,Food - Hot Dog,,Hot Dog,1269.88,175.0,0,0.0,0,0.0,$7.99
Summer,Night,Beverage - Cocktail,,1) Premium Cocktail,1170.0,-1,0,0.0,0,0.0,$8.99
Summer,Night,Beverage - Vodka,,C ALV | Tito's Handmade Vodka | Double Cocktail CUP 2 F,1164.5,97.0,0,0.0,0,0.0,$7.99
Summer,Night,Beverage - Soda,,Bottomless Souvenir Soda,1114.33,-1,0,0.0,0,0.0,$8.99
Summer,Night,Beverage - Beer,,C ABI | Corona Extra | DFT 20 F,992.5,-150,0,0.0,0,0.0,$9.99
Summer,Night,Beverage - Beer,,C ABD | Budweiser | CAN 16 F,945.5,-145,0,0.0,0,0.0,$13.99
Summer,Night,Food - Tortillas,,C ABC | Goose Island 312 Urban Wheat | CAN 16 F,837.0,175.0,0,0.0,0,0.0,$9.99
Summer,Night,Water,,C NWT | Aquafina | Water BTL 24 F,813.0,0.0,0,0.0,0,0.0,$3.99
Summer,Night,Food - French Fries,,French Fries,766.72,300.0,0,0.0,0,0.0,$3.99
Summer,Night,Beverage - Soda,,C NSU | Unspecified Soda | CUP 32 F,752.0,-1,0,0.0,0,0.0,$6.99
Summer,Night,Beverage - Soft Drink,,Truly Fruit Punch Seltzer,738.0,175.0,0,0.0,0,0.0,$9.99
Summer,Night,Beverage - Beer,,C ABD | Michelob Golden Draft Light | DFT 24 F,736.0,110.0,0,0.0,0,1.0,$20.99
Summer,Night,Beverage - Soda,,C NSU | Unspecified Soda | CUP 24 F,735.5,-1,0,0.0,0,0.0,$5.99
Summer,Night,Food - Chicken Tenders,,C FTT Chicken Tenders & Fries ENT CHK CMB,724.0,-1,0,0.0,0,0.0,$10.99
Winter,Late Night,Water,,C NWT | Dasani | BTL 20 F,4505.0,0.0,0,0.0,0,0.0,$3.99
Winter,Late Night,Beverage - Beer,,C ABD | Bud Light | CAN 16 F,2939.75,110.0,0,0.0,0,1.0,$7.99
Winter,Late Night,Beverage - Beer,,C ABI | Corona Extra | CAN 24 F,2584.5,275.0,1,0.0,0,1.0,$25.99
Winter,Late Night,Beverage - Beer,,Premium Draft Beer,2342.0,155.0,0,0.0,0,1.0,
Winter,Late Night,Beverage - Vodka,,C ALV | Grey Goose | DBL Grey Goose CUP 12 F,2286.0,-100,0,0.0,0,0.0,$15.99
Winter,Late Night,Beverage - Beer,,C ABD | Michelob Golden Draft Light | CAN 16 F,2249.0,110.0,0,0.0,0,1.0,$10.49
Winter,Late Night,Beverage - Beer,,C ABD | Michelob Golden Draft Light | DFT 24 F,2188.0,110.0,0,0.0,0,1.0,$20.99
Winter,Late Night,Beverage - Beer,,C ABI | Corona Extra | CAN 16 F,2114.5,-150,0,0.0,0,1.0,$10.49
Winter,Late Night,Beverage - Vodka,,C ALV | Pinnacle Vodka | CUP 1.25 F,2025.25,97.0,0,0.0,0,1.0,$13.00
Winter,Late Night,Beverage,,C ABD | Coors Light | CAN 16 F,1691.5,110.0,0,0.0,0,1.0,$13.99
Winter,Late Night,Beverage,,C ALR | Captain Morgan Original | CUP 1.25 F,1408.25,65.0,0,0.0,0,0.0,$9.99
Winter,Late Night,Beverage - Beer,,C ABD | Bud Light | DFT 24 F,1365.5,155.0,0,0.0,0,1.0,$12.99
Winter,Late Night,Beverage,,C ABI |Modelo Especial  | CAN 16 F,1356.0,-1,0,0.0,0,0.0,$8.99
Winter,Late Night,Beverage - Vodka,,C ALV | Tito's Handmade Vodka | CUP 1.25 F,1325.0,97.0,0,0.0,0,0.0,$7.99
Winter,Late Night,Beverage - Rum,,C ALR | Bacardi Superior | CUP 1.25 F,1217.0,-100,0,0.0,0,0.0,$14.99
Winter,Late Night,Beverage - Beer,,C ABD | Bud Light | CAN 25 F,1147.5,155.0,0,0.0,0,0.0,$8.99
Winter,Late Night,Beverage,,C ABD | Miller Lite | CAN 16 F,1141.0,110.0,0,0.0,0,0.0,$7.99
Winter,Late Night,Beverage - Beer,,16oz Beer,1122.0,155.0,0,0.0,0,0.0,$7.99
Winter,Late Night,Beverage - Soda,,C NSU | Unspecified Soda | CUP 32 F,1086.0,-1,0,0.0,0,0.0,$6.99
Winter,Late Night,Beverage - Soda,,C NSU | Unspecified Soda | CUP 24 F,1075.25,-1,0,0.0,0,0.0,$5.99
Winter,Late Night,Beverage - Whiskey,,C ALA | Jack Daniels | CUP 16 F,1075.0,110.0,0,0.0,0,0.0,$7.99
Winter,Late Night,Beverage - Beer,,Bud Light,1056.0,155.0,0,0.0,0,0.0,$5.90
Winter,Late Night,Beverage,,C ABI | Stella Artois | CAN 25oz F,970.5,275.0,1,0.0,0,0.0,$3.99
Winter,Early Morning,Beverage - Beer,,C ABD | Bud Light | CAN 16 F,88.0,110.0,0,0.0,0,1.0,$7.99
Winter,Early Morning,Beverage,,C ABC | Summit Extra Pale Ale | CAN 16 F,26.0,175.0,0,0.0,0,0.0,$8.99
Winter,Early Morning,Beverage - Vodka,,C ALV | Pinnacle Vodka | CUP 1.25 F,26.0,97.0,0,0.0,0,1.0,$13.00
Winter,Early Morning,Water,,C NWT | Dasani | BTL 20 F,25.0,0.0,0,0.0,0,0.0,$3.99
Winter,Early Morning,Beverage - Beer,,C ABD | Michelob Golden Draft Light | DFT 24 F,24.0,110.0,0,0.0,0,1.0,$20.99
Winter,Early Morning,Beverage - Vodka,,C ALV | Absolut Vodka | CUP 1.25 F,14.0,97.0,0,0.0,0,0.0,$9.99
Winter,Early Morning,Beverage - Vodka,,C ALV | Tito's Handmade Vodka | CUP 1.25 F,14.0,97.0,0,0.0,0,0.0,$7.99
Winter,Early Morning,Beverage - Beer,,C ALR | Bacardi Superior | CUP 1.25 F,13.0,-100,0,0.0,0,0.0,$14.99
Winter,Early Morning,Beverage,,P ALR | Captain Morgan Original | CUP 1.25 F,13.0,65.0,0,0.0,0,0.0,$10.10
Winter,Early Morning,Beverage - Beer,,C ABD | Budweiser | CAN 16 F,11.0,-145,0,0.0,0,0.0,$13.99
Winter,Early Morning,Beverage,,C ABD | Coors Light | CAN 16 F,11.0,110.0,0,0.0,0,1.0,$13.99
Winter,Early Morning,Beverage,,C ABD | Michelob Golden Draft Light | CAN 16 F,11.0,110.0,0,0.0,0,1.0,$10.49
Winter,Early Morning,Beverage - Soft Drink,,C NEE | Red Bull Sugarfree | CAN 8.40 F,5.0,175.0,0,0.0,0,0.0,$7.99
Winter,Early Morning,Beverage - Cocktail,,(Alc) Deluxe Cocktail,0.0,Varies,0,0.0,0,0.0,$11.99
Winter,Early Morning,Beverage - Cocktail,,(Alc) Premium Cocktail,0.0,Varies,0,0.0,0,0.0,$11.99
Winter,Early Morning,Beverage,,(C) Blue Moon Can 16oz,0.0,200.0,0,0.0,0,0.0,$3.99
Winter,Early Morning,Beverage - Soft Drink,,(C) Bottled Coke,0.0,175.0,0,0.0,0,0.0,$4.99
Winter,Early Morning,Beverage - Soft Drink,,(C) Bottled Diet Coke,0.0,175.0,0,0.0,0,0.0,$3.99
Winter,Early Morning,Beverage - Soft Drink,,(C) Bottled Sprite,0.0,175.0,0,0.0,0,0.0,$4.99
Winter,Early Morning,Water,,(C) Bottled Water,0.0,0.0,0,0.0,0,0.0,$3.99
Winter,Early Morning,Food - Choclates,,(C) Candy,0.0,150,0,0.0,0,0.0,$2.99
Winter,Early Morning,Beverage,,(C) Coors Light 16oz Can,0.0,110.0,0,0.0,0,0.0,$8.99
Winter,Early Morning,Beverage - Beer,,(C) Corona can 16oz,0.0,165.0,0,0.0,0,0.0,$8.99
Winter,Early Morning,Beverage,,(C) Domestic Draft,0.0,200.0,0,0.0,0,0.0,$14.49
Winter,Morning,Beverage - Beer,,(Alc) Deluxe Cocktail,0.0,Varies,0,0.0,0,0.0,$11.99
Winter,Morning,Beverage - Cocktail,,(Alc) Premium Cocktail,0.0,Varies,0,0.0,0,0.0,$11.99
Winter,Morning,Beverage,,(C) Blue Moon Can 16oz,0.0,200.0,0,0.0,0,0.0,$3.99
Winter,Morning,Beverage - Soft Drink,,(C) Bottled Coke,0.0,175.0,0,0.0,0,0.0,$4.99
Winter,Morning,Beverage - Soft Drink,,(C) Bottled Diet Coke,0.0,175.0,0,0.0,0,0.0,$3.99
Winter,Morning,Beverage - Soft Drink,,(C) Bottled Sprite,0.0,175.0,0,0.0,0,0.0,$4.99
Winter,Morning,Water,,(C) Bottled Water,0.0,0.0,0,0.0,0,0.0,$3.99
Winter,Morning,Food - Choclates,,(C) Candy,0.0,150,0,0.0,0,0.0,$2.99
Winter,Morning,Beverage,,(C) Coors Light 16oz Can,0.0,110.0,0,0.0,0,0.0,$8.99
Winter,Morning,Beverage - Beer,,(C) Corona can 16oz,0.0,165.0,0,0.0,0,0.0,$8.99
Winter,Morning,Beverage,,(C) Domestic Draft,0.0,200.0,0,0.0,0,0.0,$14.49
Winter,Morning,Beverage - Cocktail,,(C) Lime A Rita,0.0,250.0,1,0.0,0,0.0,$12.99
Winter,Morning,Beverage - Cocktail,,(C) Mango Rita,0.0,250.0,1,0.0,0,0.0,$12.99
Winter,Morning,Beverage,,(C) Miller Lite 16oz Can,0.0,110.0,0,0.0,0,0.0,$4.99
Winter,Morning,Food - Snack,,(C) Peanuts,0.0,165.0,0,0.0,0,0.0,$2.99
Winter,Morning,Beverage,,(C) Premium Draft,0.0,200.0,0,0.0,0,0.0,$3.97
Winter,Morning,Beverage - Cocktail,,(C) Raspberry Rita,0.0,250.0,1,0.0,0,0.0,$4.99
Winter,Morning,Beverage - Cocktail,,(C) Strawberry Rita,0.0,250.0,1,0.0,0,0.0,$4.99
Winter,Afternoon,Water,,Bottled Water,17.0,0.0,0,0.0,0,0.0,$3.99
Winter,Afternoon,Beverage - Coffee,,Coffee,10.0,-1,0,0.0,0,0.0,$3.49
Winter,Afternoon,Beverage - Coffee,,PC - Large Coffee 16oz,10.0,-1,0,0.0,0,0.0,$4.99
Winter,Afternoon,Beverage - Soft Drink,,Cherry Coke,4.75,175.0,0,0.0,0,0.0,$3.99
Winter,Afternoon,Beverage - Cocktail,,(Alc) Deluxe Cocktail,0.0,Varies,0,0.0,0,0.0,$11.99
Winter,Afternoon,Beverage - Cocktail,,(Alc) Premium Cocktail,0.0,Varies,0,0.0,0,0.0,$11.99
Winter,Afternoon,Beverage,,(C) Blue Moon Can 16oz,0.0,200.0,0,0.0,0,0.0,$3.99
Winter,Afternoon,Beverage - Soft Drink,,(C) Bottled Coke,0.0,175.0,0,0.0,0,0.0,$4.99
Winter,Afternoon,Beverage - Soft Drink,,(C) Bottled Diet Coke,0.0,175.0,0,0.0,0,0.0,$3.99
Winter,Afternoon,Beverage - Soft Drink,,(C) Bottled Sprite,0.0,175.0,0,0.0,0,0.0,$4.99
Winter,Afternoon,Water,,(C) Bottled Water,0.0,0.0,0,0.0,0,0.0,$3.99
Winter,Afternoon,Food - Choclates,,(C) Candy,0.0,150,0,0.0,0,0.0,$2.99
Winter,Afternoon,Beverage,,(C) Coors Light 16oz Can,0.0,110.0,0,0.0,0,0.0,$8.99
Winter,Afternoon,Beverage - Beer,,(C) Corona can 16oz,0.0,165.0,0,0.0,0,0.0,$8.99
Winter,Afternoon,Beverage,,(C) Domestic Draft,0.0,200.0,0,0.0,0,0.0,$14.49
Winter,Afternoon,Beverage - Cocktail,,(C) Lime A Rita,0.0,250.0,1,0.0,0,0.0,$12.99
Winter,Afternoon,Beverage - Cocktail,,(C) Mango Rita,0.0,250.0,1,0.0,0,0.0,$12.99
Winter,Afternoon,Beverage,,(C) Miller Lite 16oz Can,0.0,110.0,0,0.0,0,0.0,$4.99
Winter,Afternoon,Food - Snack,,(C) Peanuts,0.0,165.0,0,0.0,0,0.0,$2.99
Winter,Afternoon,Beverage,,(C) Premium Draft,0.0,200.0,0,0.0,0,0.0,$3.97
Winter,Afternoon,Beverage - Cocktail,,(C) Raspberry Rita,0.0,250.0,1,0.0,0,0.0,$4.99
Winter,Afternoon,Beverage - Cocktail,,(C) Strawberry Rita,0.0,250.0,1,0.0,0,0.0,$4.99
Winter,Evening,Water,,C NWT | Dasani | BTL 20 F,454.0,0.0,0,0.0,0,0.0,$3.99
Winter,Evening,Beverage - Soda,,C NSU | Unspecified Soda | CUP 32 F,257.0,-1,0,0.0,0,0.0,$6.99
Winter,Evening,Beverage,,C ABD | Michelob Golden Draft Light | DFT 24 F,242.0,110.0,0,0.0,0,1.0,$20.99
Winter,Evening,Beverage - Soda,,C NSU | Unspecified Soda | CUP 24 F,235.0,-1,0,0.0,0,0.0,$5.99
Winter,Evening,Food - Popcorn,,C FPC Popcorn Large SNK,194.0,250.0,0,0.0,0,0.0,$6.99
Winter,Evening,Food - Pretzel,,C FPP Giant Pretzel with Cheese SNK,175.0,700.0,1,1.0,0,0.0,$9.99
Winter,Evening,Beverage - Vodka,,C ALV | Tito's Handmade Vodka | CUP 1.25 F,130.0,97.0,0,0.0,0,0.0,$7.99
Winter,Evening,Beverage,,C ABD | Coors Light | CAN 24 F,128.0,110.0,0,0.0,0,0.0,$8.98
Winter,Evening,Beverage,,C ALR | Captain Morgan Original | CUP 1.25 F,127.0,65.0,0,0.0,0,0.0,$9.99
Winter,Evening,Beverage - Beer,,C ABD | Bud Light | DFT 24 F,125.0,155.0,0,0.0,0,1.0,$12.99
Winter,Evening,Beverage,,C ABD | Coors Light | DFT 24 F,120.0,110.0,0,0.0,0,0.0,$7.99
Winter,Evening,Beverage - Soft Drink,,C NSM | Sprite | BTL 20 F,120.0,175.0,0,0.0,0,0.0,$3.99
Winter,Evening,Beverage,,C ABD | Coors Light | CAN 16 F,97.0,110.0,0,0.0,0,1.0,$13.99
Winter,Evening,Beverage - Rum,,C ALR | Bacardi Superior | CUP 1.25 F,97.0,-100,0,0.0,0,0.0,$14.99
Winter,Evening,Beverage - Soft Drink,,C NSM | Diet Coke | BTL 20 F,97.0,175.0,0,0.0,0,0.0,$3.99
Winter,Evening,Food - Popcorn,,C FPC Popcorn Regular SNK,91.0,125.0,0,0.0,0,0.0,$9.99
Winter,Evening,Water,,Bottled Water,90.25,0.0,0,0.0,0,0.0,$3.99
Winter,Evening,Beverage - Soft Drink,,C NSM | Coke | BTL 20 F,90.0,175.0,0,0.0,0,0.0,$3.99
Winter,Evening,Beverage - Vodka,,C ALV | Pinnacle Vodka | CUP 1.25 F,86.0,97.0,0,0.0,0,1.0,$13.00
Winter,Night,Water,,C NWT | Dasani | BTL 20 F,1208.5,0.0,0,0.0,0,0.0,$3.99
Winter,Night,Beverage - Beer,,16oz Beer,748.0,155.0,0,0.0,0,0.0,$7.99
Winter,Night,Food - Hot Dog,,Hot Dog,516.0,175.0,0,0.0,0,0.0,$7.99
Winter,Night,Beverage - Beer,,C ABD | Bud Light | CAN 16 F,503.5,110.0,0,0.0,0,1.0,$7.99
Winter,Night,Beverage - Soda,,C NSU | Unspecified Soda | CUP 24 F,412.0,-1,0,0.0,0,0.0,$5.99
Winter,Night,Water,,Water,380.0,0.0,0,0.0,0,0.0,$3.99
Winter,Night,Beverage - Cocktail,,Mixed Drink - Red - Premium,357.0,-200,0,0.0,0,0.0,$9.99
Winter,Night,Beverage - Beer,,C ABI | Heineken | Heineken 16oz - Vending CAN SB VN 16 F,339.5,155.0,0,0.0,0,0.0,$8.99
Winter,Night,Beverage,,Deluxe Liquor,320.0,-1,0,0.0,0,0.0,$10.99
Winter,Night,Beverage - Wine,,Babe Wine Spritzer,319.0,130.0,0,0.0,0,0.0,$7.99
Winter,Night,Beverage - Beer,,C ABD | Michelob Golden Draft Light | DFT 24 F,289.0,110.0,0,0.0,0,1.0,$20.99
Winter,Night,Beverage - Beer,,Premium Draft Beer,270.0,155.0,0,0.0,0,1.0,
Winter,Night,Beverage - Soda,,C NSU | Unspecified Soda | CUP 32 F,263.5,-1,0,0.0,0,0.0,$6.99
Winter,Night,Food - Popcorn,,Popcorn,248.0,50,0,0.0,0,0.0,$3.99
Winter,Night,Water,,Dasani Water 20 oz.,234.0,0.0,0,0.0,0,0.0,$3.99
Winter,Night,Food - Pretzel,,Pretzel,234.0,200,0,0.0,0,0.0,$8.49
Winter,Night,Beverage - Wine,,9oz wine,230.0,130.0,0,0.0,0,0.0,$9.99
Winter,Night,Beverage,,P ABI | Stella Artois | BTL 12 F,225.0,175.0,0,0.0,0,0.0,$7.99
Winter,Night,Beverage - Soda,,Soda,225.0,-1,0,0.0,0,0.0,$3.99
